license_text,type
Time::ParseDate license,augmented
Time::ParseDate License license license,augmented
THOR Public License 1.0,original
THOR Public License populace populace 1.0,augmented
THOR Public 1.0,augmented
Thor populace License 1.0,augmented
Text-Tabs+Wrap License,original
license Text-Tabs+Wrap License,augmented
Text-Tabs+Wrap License,augmented
Text-Tabs+Wrap license,augmented
TTYP0 License,original
TTYP0 License,augmented
TTYP0 License license license,augmented
TTYP0 license,augmented
TermReadKey License,original
TermReadKey License,augmented
TermReadKey license License,augmented
TermReadKey license,augmented
ThirdEye License,original
ThirdEye License,augmented
license ThirdEye License,augmented
ThirdEye license,augmented
TrustedQSL License,original
TrustedQSL license,augmented
TrustedQSL License,augmented
UCAR License,original
UCAR license,augmented
UCAR license License,augmented
UCAR License,augmented
Michigan/Merit Networks License,original
Michigan/Merit network Networks License license,augmented
Michigan/Merit Networks License,augmented
Michigan/Merit network license,augmented
Utah Raster Toolkit Run Length Encoded License,original
Utah Raster Toolkit Run Length Encoded License,augmented
Utah Raster length Toolkit raster Run Length Encoded License,augmented
Utah Raster Toolkit run Length Encoded license,augmented
Ubuntu Font Licence v1.0,original
Ubuntu Font Licence v1.0,augmented
license Ubuntu Font license Licence v1.0,augmented
Ubuntu font license v1.0,augmented
Unicode License Agreement - Data Files and Software (2015),original
Unicode license Agreement - Data Files and software (2015),augmented
Unicode License data Agreement - Data Files and Software (2015),augmented
Unicode License - Data Files and Software (2015),augmented
Unicode Terms of Use,original
Unicode footing of use,augmented
Unicode Terms of Use,augmented
footing use Unicode Terms of Use,augmented
UnixCrypt License,original
UnixCrypt License license,augmented
UnixCrypt license,augmented
License,augmented
Unlicense - libtelnet variant,original
Unlicense - libtelnet discrepancy,augmented
Unlicense - libtelnet variant,augmented
Unlicense - libwhirlpool variant,original
Unlicense - libwhirlpool variant,augmented
Unlicense - libwhirlpool discrepancy,augmented
Unlicense libwhirlpool variant,augmented
VOSTROM Public License for Open Source,original
VOSTROM populace License for open Source,augmented
VOSTROM Public License for Open Source,augmented
Vim License,original
Vim License energy license,augmented
Vim License,augmented
energy license,augmented
W3C Software Notice and License (1998-07-20),original
W3C Software Notice and License license (1998-07-20),augmented
W3C Notice and (1998-07-20),augmented
W3C software notice and License (1998-07-20),augmented
Do What The F*ck You Want To But It's Not My Fault Public License,original
Do What The F*ck You Want But It's Not My Fault Public License,augmented
Do What The F*ck You Want To But It's Not My Fault Public License,augmented
Do What The F*ck You Want To merely It's Not My Fault Public license,augmented
Do What The F*ck You Want To Public License,original
Do What The F*ck You Want To Public License,augmented
Do What F*ck You Want To Public License,augmented
Do What The F*ck You privation To Public license,augmented
Widget Workshop License,original
Widget Workshop License,augmented
doodad Workshop license,augmented
license doodad Widget Workshop License,augmented
Wsuipa License,original
Wsuipa License license,augmented
Wsuipa License,augmented
Wsuipa license,augmented
X11 License,original
X11 License,augmented
X11 license,augmented
X11 License Distribution Modification Variant,original
X11 License Distribution Variant,augmented
X11 License license Distribution Modification Variant,augmented
X11 license Distribution alteration Variant,augmented
X11 swapped final paragraphs,original
X11 swapped final paragraphs,augmented
X11 trade final paragraph,augmented
X11 swapped final paragraphs trade,augmented
XFree86 License 1.1,original
XFree86 license license License 1.1,augmented
XFree86 License 1.1,augmented
XFree86 license 1.1,augmented
XSkat License,original
XSkat License,augmented
XSkat license,augmented
license XSkat License license,augmented
Xdebug License v 1.03,original
Xdebug license volt 1.03,augmented
volt Xdebug License license v 1.03,augmented
License v 1.03,augmented
Xerox License,original
license Xerox License xerox,augmented
xerox license,augmented
License,augmented
Xfig License,original
Xfig license,augmented
Xfig License,augmented
Yahoo! Public License v1.0,original
Public License v1.0,augmented
Yahoo! populace license v1.0,augmented
Yahoo! Public License v1.0 populace,augmented
Yahoo! Public License v1.1,original
Yahoo! populace license v1.1,augmented
Yahoo! Public License v1.1,augmented
Zope Public License 1.1,original
Zope Public License 1.1,augmented
populace Zope Public License 1.1,augmented
Zope populace license 1.1,augmented
Zed License,original
Z license,augmented
license license Zed License,augmented
Zed License,augmented
Zeeff License,original
Zeeff License,augmented
Zeeff license,augmented
Zend License v2.0,original
Avestan license v2.0,augmented
Zend License v2.0,augmented
Avestan Zend License v2.0 license,augmented
Zimbra Public License v1.3,original
Zimbra Public License v1.3,augmented
Zimbra populace license v1.3,augmented
Zimbra License v1.3,augmented
Zimbra Public License v1.4,original
Zimbra Public license License license v1.4,augmented
Zimbra Public License v1.4,augmented
Zimbra populace license v1.4,augmented
Any OSI License,original
any OSI license,augmented
Any OSI License any any,augmented
Any OSI License,augmented
Any OSI License - Perl Modules,original
Any OSI License - Modules,augmented
any OSI License - Perl faculty,augmented
Any OSI License - Perl Modules,augmented
bcrypt Solar Designer License,original
bcrypt Solar Designer License,augmented
bcrypt Solar interior_designer license,augmented
bcrypt interior_designer Solar Designer License,augmented
SQLite Blessing,original
SQLite Blessing,augmented
SQLite blessing,augmented
SQLite Blessing blessing blessing,augmented
bzip2 and libbzip2 License v1.0.5,original
bzip2 and libbzip2 license v1.0.5,augmented
bzip2 and libbzip2 License v1.0.5,augmented
bzip2 and libbzip2 License v1.0.6,original
bzip2 and libbzip2 license v1.0.6,augmented
bzip2 and libbzip2 License v1.0.6,augmented
check-cvs License,original
check-cvs License,augmented
check-cvs license,augmented
check-cvs License license,augmented
Checkmk License,original
Checkmk license,augmented
Checkmk License,augmented
copyleft-next 0.3.0,original
copyleft-next 0.3.0,augmented
copyleft-next 0.3.1,original
copyleft-next 0.3.1,augmented
curl License,original
coil license,augmented
license curl coil License,augmented
curl License,augmented
Common Vulnerability Enumeration ToU License,original
Common Vulnerability Enumeration ToU License,augmented
vulnerability Common Vulnerability Enumeration ToU license License,augmented
park vulnerability Enumeration ToU License,augmented
diffmark license,original
diffmark license license,augmented
diffmark license,augmented
David M. Gay dtoa License,original
David M. Gay dtoa License,augmented
license David M. Gay dtoa License,augmented
David M. homosexual dtoa license,augmented
dvipdfm License,original
dvipdfm license,augmented
dvipdfm License,augmented
dvipdfm license License,augmented
eCos license version 2.0,original
eCos license 2.0,augmented
eCos license version 2.0,augmented
eGenix.com Public License 1.1.0,original
eGenix.com populace license 1.1.0,augmented
eGenix.com Public License 1.1.0,augmented
license eGenix.com Public License 1.1.0,augmented
Etalab Open License 2.0,original
Etalab open license 2.0,augmented
Etalab Open License 2.0,augmented
fwlw License,original
fwlw license,augmented
fwlw license License,augmented
fwlw License,augmented
gSOAP Public License v1.3b,original
gSOAP populace license v1.3b,augmented
gSOAP License,augmented
license gSOAP Public License v1.3b,augmented
Generic XTS License,original
generic XTS license,augmented
Generic license XTS License crosstalk,augmented
Generic,augmented
gnuplot License,original
gnuplot License,augmented
gnuplot license,augmented
gtkbook License,original
gtkbook license,augmented
gtkbook License,augmented
hdparm License,original
hdparm License,augmented
hdparm license,augmented
hdparm license license License,augmented
hyphen-bulgarian License,original
license hyphen-bulgarian license License,augmented
hyphen-bulgarian license,augmented
License,augmented
iMatix Standard Function Library Agreement,original
iMatix Standard Function Library Agreement,augmented
iMatix Standard standard Function Library Agreement agreement,augmented
iMatix standard Function library Agreement,augmented
Jove License,original
Jove,augmented
Jupiter license,augmented
license Jove License Jupiter,augmented
PNG Reference Library License v1 (for libpng 0.5 through 1.6.35),original
PNG Reference Library license v1 (for libpng 0.5 done 1.6.35),augmented
PNG Reference Library License v1 (for libpng 0.5 through 1.6.35),augmented
PNG Reference Library License v1 libpng 0.5 through 1.6.35),augmented
PNG Reference Library version 2,original
PNG Library version 2,augmented
PNG mention library version 2,augmented
library PNG two Reference Library version 2,augmented
libselinux public domain notice,original
sphere libselinux public notice domain notice,augmented
libselinux public domain notice,augmented
libselinux populace sphere notice,augmented
libtiff License,original
libtiff license License,augmented
libtiff license,augmented
License,augmented
libutil David Nugent License,original
David libutil David Nugent License,augmented
libutil David Nugent License,augmented
libutil David Nugent license,augmented
lsof License,original
lsof license,augmented
lsof License license,augmented
lsof License,augmented
magaz License,original
magaz license,augmented
license magaz License license,augmented
magaz,augmented
mailprio License,original
license mailprio License,augmented
mailprio License,augmented
mailprio license,augmented
man2html License,original
man2html license,augmented
man2html license license License,augmented
License,augmented
metamail License,original
metamail license,augmented
metamail License,augmented
mpich2 License,original
mpich2 license License,augmented
mpich2 license,augmented
mpich2 License,augmented
ngrep License,original
ngrep,augmented
ngrep license,augmented
ngrep License,augmented
pkgconf License,original
pkgconf License,augmented
pkgconf license,augmented
pnmstitch License,original
pnmstitch License license,augmented
pnmstitch License,augmented
pnmstitch license,augmented
psfrag License,original
psfrag license,augmented
psfrag License license,augmented
psfrag License,augmented
psutils License,original
license psutils License license,augmented
psutils license,augmented
psutils License,augmented
Python ldap License,original
Python ldap License,augmented
Python ldap license License,augmented
python ldap license,augmented
radvd License,original
radvd License license,augmented
radvd license,augmented
radvd License,augmented
snprintf License,original
snprintf License license,augmented
snprintf license,augmented
snprintf License,augmented
softSurfer License,original
license softSurfer license License,augmented
softSurfer license,augmented
License,augmented
ssh-keyscan License,original
ssh-keyscan license,augmented
ssh-keyscan license License,augmented
ssh-keyscan License,augmented
swrule License,original
swrule License,augmented
swrule license,augmented
license swrule License,augmented
threeparttable License,original
threeparttable license,augmented
license license threeparttable License,augmented
threeparttable License,augmented
ulem License,original
ulem license license License,augmented
ulem license,augmented
ulem License,augmented
w3m License,original
w3m License,augmented
w3m license,augmented
WWL License,original
WWL License,augmented
WWL license,augmented
wxWindows Library License,original
wxWindows Library License,augmented
wxWindows library Library library License,augmented
wxWindows library license,augmented
xinetd License,original
xinetd license,augmented
license xinetd License,augmented
xinetd License,augmented
xkeyboard-config Zinoviev License,original
Zinoviev License,augmented
xkeyboard-config Zinoviev license,augmented
xkeyboard-config Zinoviev License,augmented
xlock License,original
xlock License license,augmented
xlock License,augmented
xlock license,augmented
XPP License,original
XPP license,augmented
XPP license License,augmented
XPP License,augmented
xzoom License,original
xzoom license,augmented
xzoom License,augmented
zlib/libpng License with Acknowledgement,original
zlib/libpng License with Acknowledgement,augmented
zlib/libpng License recognition with Acknowledgement recognition,augmented
zlib/libpng license with recognition,augmented
Attribution Assurance License,original
Attribution Assurance License,augmented
attribution Assurance license,augmented
Attribution Assurance license assurance License,augmented
Academic Free License v1.1,original
Academic Free License v1.1,augmented
academician free License v1.1,augmented
license Academic Free free License v1.1,augmented
Academic Free License v1.2,original
academician free License v1.2,augmented
Free License v1.2,augmented
Academic license Free License academician v1.2,augmented
Academic Free License v2.0,original
Academic Free License v2.0,augmented
academician free License v2.0,augmented
Academic academician Free License v2.0,augmented
Academic Free License v2.1,original
Academic Free License v2.1,augmented
academician license Academic Free License v2.1,augmented
academician free License v2.1,augmented
Academic Free License v3.0,original
academician free License v3.0,augmented
Academic Free license license License v3.0,augmented
License v3.0,augmented
Adaptive Public License 1.0,original
Adaptive Public License populace populace 1.0,augmented
Adaptive Public License,augmented
adaptive Public license 1.0,augmented
Apple Public Source License 1.0,original
Apple populace Source license 1.0,augmented
Apple apple apple Public Source License 1.0,augmented
Apple Public Source License 1.0,augmented
Apple Public Source License 1.1,original
apple Public Source license 1.1,augmented
Apple Public Source beginning License 1.1,augmented
Apple Public Source License 1.1,augmented
Apple Public Source License 1.2,original
apple Public beginning License 1.2,augmented
Apple Public Source License 1.2 apple,augmented
Apple Public Source License 1.2,augmented
Apple Public Source License 2.0,original
apple Apple Public apple Source License 2.0,augmented
apple populace Source License 2.0,augmented
Apple Public Source License 2.0,augmented
Artistic License 1.0,original
Artistic License 1.0,augmented
Artistic license license License 1.0,augmented
artistic license 1.0,augmented
Artistic License 1.0 (Perl),original
Artistic License license 1.0 (Perl) license,augmented
Artistic License (Perl),augmented
artistic license 1.0 (Perl),augmented
Artistic License 1.0 w/clause 8,original
artistic License 1.0 w/clause eight,augmented
artistic Artistic License 1.0 w/clause 8 license,augmented
Artistic License 1.0 w/clause 8,augmented
Artistic License 2.0,original
artistic license 2.0,augmented
Artistic License 2.0 artistic,augmented
Artistic License,augmented
Blue Oak Model License 1.0.0,original
Blue Oak Model License 1.0.0,augmented
Blue Oak Model License 1.0.0 blue,augmented
blue Oak model License 1.0.0,augmented
Cryptographic Autonomy License 1.0,original
cryptanalytic autonomy License 1.0,augmented
Cryptographic Autonomy License,augmented
Cryptographic Autonomy License 1.0 license,augmented
Cryptographic Autonomy License 1.0 (Combined Work Exception),original
Cryptographic Autonomy License 1.0 (Combined Work Exception) license,augmented
Cryptographic autonomy License 1.0 (Combined work Exception),augmented
Cryptographic Autonomy License 1.0 (Combined Work Exception),augmented
Computer Associates Trusted Open Source License 1.1,original
Computer associate trust Open Source License 1.1,augmented
associate Computer Associates Trusted Open Source License 1.1 beginning,augmented
Computer Associates Trusted Open Source License 1.1,augmented
Common Development and Distribution License 1.0,original
Common Development and Distribution 1.0,augmented
Common Development and Distribution License 1.0,augmented
Common development and Distribution license 1.0,augmented
Common Development and Distribution License 1.1,original
Common development and distribution License 1.1,augmented
Common Development and Distribution License 1.1,augmented
distribution license Common Development and Distribution License 1.1,augmented
CeCILL Free Software License Agreement v2.1,original
CeCILL free software License Agreement v2.1,augmented
CeCILL Free Software License Agreement v2.1 agreement agreement,augmented
CeCILL Free Software License Agreement v2.1,augmented
CERN Open Hardware Licence Version 2 - Strongly Reciprocal,original
CERN Open Hardware Licence Version 2 - Strongly Reciprocal,augmented
CERN Open Hardware Licence Version license 2 - Strongly Reciprocal,augmented
CERN Open Hardware Licence Version two - Strongly reciprocal,augmented
CERN Open Hardware Licence Version 2 - Weakly Reciprocal,original
CERN Open hardware Licence Version 2 - decrepit Reciprocal,augmented
CERN Open Hardware Licence Version 2 - Weakly Reciprocal decrepit,augmented
CERN Open Hardware Licence Version - Weakly Reciprocal,augmented
CNRI Python License,original
CNRI Python License,augmented
CNRI python license,augmented
Common Public Attribution License 1.0,original
Common Attribution License 1.0,augmented
Common populace Attribution license 1.0,augmented
Common populace Public populace Attribution License 1.0,augmented
Common Public License 1.0,original
Common Public License 1.0,augmented
Common Public License park 1.0,augmented
park populace License 1.0,augmented
CUA Office Public License v1.0,original
CUA Office Public License v1.0,augmented
CUA office Public license v1.0,augmented
CUA Office License v1.0,augmented
Educational Community License v1.0,original
Educational Community License v1.0 community,augmented
Educational Community License v1.0,augmented
educational community License v1.0,augmented
Educational Community License v2.0,original
educational community License v2.0,augmented
Educational educational Community community License v2.0,augmented
Educational Community v2.0,augmented
Eiffel Forum License v1.0,original
Eiffel forum license v1.0,augmented
Eiffel Forum License v1.0,augmented
Eiffel Forum License license v1.0,augmented
Eiffel Forum License v2.0,original
Forum License v2.0,augmented
Eiffel Forum License v2.0,augmented
Eiffel forum license v2.0,augmented
Eclipse Public License 1.0,original
eclipse Public license 1.0,augmented
Eclipse Public 1.0,augmented
Eclipse Public License 1.0,augmented
Eclipse Public License 2.0,original
Eclipse Public License 2.0,augmented
Eclipse populace license 2.0,augmented
Eclipse Public License 2.0 populace populace,augmented
EU DataGrid Software License,original
EU DataGrid Software License,augmented
license license EU DataGrid Software License,augmented
europium DataGrid Software license,augmented
Entessa Public License v1.0,original
Entessa populace license v1.0,augmented
Entessa Public License v1.0,augmented
Entessa license Public License v1.0,augmented
Fair License,original
Fair License,augmented
carnival license,augmented
Fair carnival License carnival,augmented
Frameworx Open License 1.0,original
Frameworx open license 1.0,augmented
Frameworx Open License 1.0 open,augmented
Frameworx Open 1.0,augmented
ICU License,original
intensive_care_unit license,augmented
ICU License,augmented
license ICU license License,augmented
IPA Font License,original
IPA font license,augmented
IPA Font License,augmented
font IPA Font font License,augmented
IBM Public License v1.0,original
IBM populace license v1.0,augmented
IBM Public populace License v1.0,augmented
IBM Public License v1.0,augmented
Intel Open Source License,original
Intel Open Source beginning License,augmented
Intel Open Source License,augmented
Intel Open beginning license,augmented
Jam License,original
jam license,augmented
jam Jam jam License,augmented
Jam License,augmented
GNU Library General Public License v2 only,original
GNU Library General Public license v2 lone,augmented
GNU Library General Public License general general v2 only,augmented
GNU Library General Public License v2 only,augmented
GNU Library General Public License v2 or later,original
GNU Library populace General Public License v2 or later,augmented
GNU Library General Public License v2 or later,augmented
gnu Library General populace License v2 or later,augmented
GNU Lesser General Public License v2.1 only,original
GNU Lesser General populace License v2.1 lone,augmented
GNU Lesser General Public License v2.1,augmented
general GNU Lesser General Public gnu License v2.1 only,augmented
GNU Lesser General Public License v2.1 or later,original
gnu Lesser General Public License v2.1 Oregon later,augmented
GNU Lesser General Public License v2.1 or later,augmented
GNU Oregon Lesser General gnu Public License v2.1 or later,augmented
GNU Lesser General Public License v3.0 only,original
GNU license Lesser General Public License gnu v3.0 only,augmented
GNU General Public License v3.0 only,augmented
GNU lesser General Public license v3.0 only,augmented
GNU Lesser General Public License v3.0 or later,original
Lesser General Public License v3.0 or later,augmented
GNU license Lesser gnu General Public License v3.0 or later,augmented
GNU Lesser General Public license v3.0 Oregon later,augmented
Lesser General Public License For Linguistic Resources,original
lesser general Public License For Linguistic Resources,augmented
Lesser General Public License For Linguistic populace Resources,augmented
Lesser General License Linguistic Resources,augmented
Lucent Public License Version 1.0,original
aglow Public license Version 1.0,augmented
Lucent Public License Version populace populace 1.0,augmented
Lucent Public Version 1.0,augmented
Lucent Public License v1.02,original
aglow populace License v1.02,augmented
Lucent Public v1.02,augmented
populace Lucent Public License v1.02,augmented
LaTeX Project Public License v1.3c,original
LaTeX Project latex Public License v1.3c undertaking,augmented
latex undertaking Public License v1.3c,augmented
LaTeX Project Public License v1.3c,augmented
Licence Libre du Québec – Réciprocité version 1.1,original
license Libre du Québec – Réciprocité version 1.1,augmented
Licence Libre du Québec – Réciprocité version 1.1,augmented
Licence Libre du Québec – version,augmented
Licence Libre du Québec – Réciprocité forte version 1.1,original
Licence Libre du Québec version – Réciprocité forte version 1.1,augmented
Licence Libre Québec – Réciprocité forte version 1.1,augmented
license Libre du Québec – Réciprocité forte version 1.1,augmented
Mozilla Public License 1.0,original
Mozilla populace license 1.0,augmented
Mozilla Public 1.0,augmented
Mozilla Public populace populace License 1.0,augmented
Mozilla Public License 1.1,original
Mozilla Public License 1.1,augmented
Mozilla populace license 1.1,augmented
license Mozilla license Public License 1.1,augmented
Mozilla Public License 2.0,original
Mozilla populace license 2.0,augmented
Mozilla Public License 2.0,augmented
Mozilla Public License populace license 2.0,augmented
Mozilla Public License 2.0 (no copyleft exception),original
Mozilla Public License 2.0 (no copyleft exception),augmented
Mozilla populace license 2.0 (no copyleft exception),augmented
Microsoft Public License,original
Public License,augmented
Microsoft populace license,augmented
license license Microsoft Public License,augmented
Microsoft Reciprocal License,original
Microsoft reciprocal license,augmented
Microsoft Reciprocal License,augmented
Microsoft Reciprocal License license,augmented
The MirOS Licence,original
The MirOS Licence,augmented
The miro license,augmented
The MirOS license license Licence,augmented
Motosoto License,original
Motosoto license,augmented
license Motosoto license License,augmented
Motosoto License,augmented
Multics License,original
license Multics License,augmented
Multics license,augmented
Multics License,augmented
NASA Open Source Agreement 1.3,original
NASA Open Source Agreement 1.3,augmented
National_Aeronautics_and_Space_Administration Open Source agreement 1.3,augmented
NASA beginning Open Source Agreement 1.3 beginning,augmented
University of Illinois/NCSA Open Source License,original
Open Source License,augmented
university of Illinois/NCSA open Source License,augmented
open University of Illinois/NCSA Open Source License,augmented
Non-Profit Open Software License 3.0,original
Non-Profit open Software license 3.0,augmented
Non-Profit Open Software 3.0,augmented
Non-Profit Open Software License 3.0 license,augmented
NTP License,original
NTP license,augmented
NTP,augmented
license NTP License,augmented
Naumen Public License,original
Naumen Public License,augmented
populace Naumen populace Public License,augmented
Naumen populace license,augmented
Nokia Open Source License,original
Nokia open Source license,augmented
Nokia Open Source License,augmented
Nokia open license Open Source License,augmented
OCLC Research Public License 2.0,original
OCLC Research populace license 2.0,augmented
OCLC Research Public License 2.0,augmented
OCLC Research license Public License 2.0,augmented
SIL Open Font License 1.1,original
SIL open font License 1.1,augmented
SIL Open Font license License 1.1,augmented
Open Font License 1.1,augmented
SIL Open Font License 1.1 with Reserved Font Name,original
SIL Open Font license 1.1 with reserve Font Name,augmented
SIL Open Font License name 1.1 with font Reserved Font Name,augmented
SIL Open Font License 1.1 with Reserved Font Name,augmented
SIL Open Font License 1.1 with no Reserved Font Name,original
SIL Open Font License 1.1 with no font Reserved open Font Name,augmented
SIL Open Font License 1.1 Reserved Font Name,augmented
SIL open Font license 1.1 with no Reserved Font Name,augmented
Open Group Test Suite License,original
Open Group suite Test trial Suite License,augmented
Open group trial Suite License,augmented
Open Group Test Suite License,augmented
Open LDAP Public License v2.8,original
Open LDAP populace license v2.8,augmented
Open LDAP Public License v2.8,augmented
populace Open LDAP Public License license v2.8,augmented
Open Logistics Foundation License Version 1.3,original
Open Logistics Foundation logistics License Version 1.3 license,augmented
Logistics Foundation License Version 1.3,augmented
open logistics Foundation License Version 1.3,augmented
OSET Public License version 2.1,original
OSET populace license version 2.1,augmented
OSET Public License version 2.1,augmented
OSET Public populace License populace version 2.1,augmented
Open Software License 1.0,original
Open Software License 1.0,augmented
Open Software License 1.0 software,augmented
Open software license 1.0,augmented
Open Software License 2.0,original
Open Software License 2.0,augmented
software license Open Software License 2.0,augmented
open software License 2.0,augmented
Open Software License 2.1,original
Open software license 2.1,augmented
Open Software License 2.1,augmented
Open Software License open 2.1 open,augmented
Open Software License 3.0,original
Open software license 3.0,augmented
Open Software License 3.0,augmented
open Open license Software License 3.0,augmented
PHP License v3.0,original
PHP license v3.0,augmented
PHP License license v3.0,augmented
PHP License v3.0,augmented
PHP License v3.01,original
license PHP License v3.01,augmented
PHP License v3.01,augmented
PHP license v3.01,augmented
PostgreSQL License,original
license PostgreSQL License,augmented
PostgreSQL License,augmented
PostgreSQL license,augmented
Python License 2.0,original
Python License,augmented
python license 2.0,augmented
Python License 2.0,augmented
Q Public License 1.0,original
Q Public License 1.0,augmented
Q populace license 1.0,augmented
license Q Public License 1.0,augmented
Reciprocal Public License 1.1,original
Reciprocal Public License 1.1,augmented
reciprocal Reciprocal Public License populace 1.1,augmented
reciprocal populace License 1.1,augmented
Reciprocal Public License 1.5,original
reciprocal populace License 1.5,augmented
Reciprocal Public License reciprocal 1.5,augmented
Reciprocal Public License,augmented
RealNetworks Public Source License v1.0,original
RealNetworks populace beginning License v1.0,augmented
RealNetworks beginning Public Source License v1.0 populace,augmented
RealNetworks Public Source License v1.0,augmented
Ricoh Source Code Public License,original
Ricoh populace Source beginning Code Public License,augmented
Ricoh Source Code Public License,augmented
Ricoh Source Code populace license,augmented
Sun Industry Standards Source License v1.1,original
Sun Industry Standards Source License v1.1,augmented
Sun industry Industry Standards Source License v1.1 standard,augmented
Sun Industry standard Source license v1.1,augmented
Sun Public License v1.0,original
Sun Public License v1.0,augmented
sun Public license v1.0,augmented
Sun populace Public populace License v1.0,augmented
Simple Public License 2.0,original
Simple populace license 2.0,augmented
Simple Public License simple simple 2.0,augmented
Simple License,augmented
Sleepycat License,original
Sleepycat license License,augmented
Sleepycat license,augmented
Sleepycat License,augmented
Upstream Compatibility License v1.0,original
Upstream Compatibility License v1.0 license,augmented
Upstream Compatibility License,augmented
upstream Compatibility license v1.0,augmented
Unicode License v3,original
Unicode license v3,augmented
Unicode License v3,augmented
Unicode license License v3,augmented
Unicode License Agreement - Data Files and Software (2016),original
Unicode License Agreement - Data Files and Software (2016),augmented
Unicode License data license Agreement - Data Files and Software (2016),augmented
Unicode license Agreement - data Files and Software (2016),augmented
Vovida Software License v1.0,original
Vovida Software License license v1.0,augmented
Vovida Software License v1.0,augmented
Vovida software license v1.0,augmented
W3C Software Notice and License (2002-12-31),original
W3C Software Notice and License (2002-12-31),augmented
license W3C Software Notice and License (2002-12-31),augmented
W3C Software notice and license (2002-12-31),augmented
W3C Software Notice and Document License (2015-05-13),original
W3C Software Notice license and Document License notice (2015-05-13),augmented
W3C Notice and Document License (2015-05-13),augmented
W3C software Notice and document License (2015-05-13),augmented
Sybase Open Watcom Public License 1.0,original
Sybase populace Open Watcom Public License 1.0,augmented
Sybase Open Watcom populace license 1.0,augmented
Sybase Open Watcom Public License 1.0,augmented
WordNet License,original
WordNet License license license,augmented
wordnet license,augmented
WordNet License,augmented
X.Net License,original
X.Net license License,augmented
X.Net license,augmented
X.Net License,augmented
Zope Public License 2.0,original
Zope Public License 2.0,augmented
Zope Public license License populace 2.0,augmented
Zope populace license 2.0,augmented
Zope Public License 2.1,original
Zope populace license 2.1,augmented
Zope populace Public populace License 2.1,augmented
Zope Public License 2.1,augmented
mplus Font License,original
mplus Font License,augmented
mplus license Font License,augmented
mplus font license,augmented
Affero General Public License v1.0 only,original
Affero General Public license v1.0 lone,augmented
Affero General Public License v1.0 only,augmented
Affero General Public License v1.0 or later,original
Affero General Public License populace v1.0 or general later,augmented
Affero General populace License v1.0 Oregon later,augmented
Affero General Public License v1.0 or later,augmented
GNU Affero General Public License v3.0 only,original
gnu Affero general Public License v3.0 only,augmented
GNU Affero General License v3.0 only,augmented
GNU Affero General Public gnu License v3.0 only,augmented
GNU Affero General Public License v3.0 or later,original
GNU Affero General gnu Public License v3.0 or later general,augmented
Affero General Public License v3.0 later,augmented
GNU Affero general Public license v3.0 or later,augmented
CNRI Python Open Source GPL Compatible License Agreement,original
CNRI Python Open GPL Compatible License Agreement,augmented
CNRI Python Open beginning GPL Compatible license Agreement,augmented
CNRI Python Open Source GPL python open Compatible License Agreement,augmented
GNU General Public License v1.0 only,original
GNU General populace Public general License v1.0 only,augmented
GNU General Public License v1.0 only,augmented
gnu General Public license v1.0 only,augmented
GNU General Public License v1.0 or later,original
GNU General populace license v1.0 or later,augmented
populace GNU General populace Public License v1.0 or later,augmented
GNU General Public License v1.0 or later,augmented
GNU General Public License v2.0 only,original
GNU General Public License v2.0,augmented
gnu General Public License v2.0 lone,augmented
GNU General populace lone Public License v2.0 only,augmented
GNU General Public License v2.0 or later,original
GNU General populace license v2.0 or later,augmented
GNU General Public License v2.0 later,augmented
GNU General Public License license v2.0 general or later,augmented
GNU General Public License v3.0 only,original
GNU General lone Public License populace v3.0 only,augmented
GNU General Public License v3.0,augmented
gnu General Public license v3.0 only,augmented
GNU General Public License v3.0 or later,original
GNU General populace gnu Public License v3.0 or later,augmented
GNU general populace License v3.0 or later,augmented
GNU General Public License v3.0 or later,augmented
Nethack General Public License,original
Nethack general populace License,augmented
Nethack General Public License,augmented
Nethack license General Public License,augmented
SMAIL General Public License,original
SMAIL general populace License,augmented
SMAIL General Public License,augmented
SMAIL license General Public License,augmented
BSD Zero Clause License,original
license BSD Zero Clause License license,augmented
BSD Clause License,augmented
BSD nothing Clause license,augmented
Apple MIT License,original
Apple Massachusetts_Institute_of_Technology license,augmented
Apple MIT License,augmented
Massachusetts_Institute_of_Technology Apple MIT License apple,augmented
Academy of Motion Picture Arts and Sciences BSD,original
Academy of Motion humanistic_discipline Picture Arts and Sciences BSD,augmented
academy of Motion Picture Arts and science BSD,augmented
Academy of Picture Arts and BSD,augmented
Apache License 1.0,original
license Apache License Apache 1.0,augmented
Apache License 1.0,augmented
Apache license 1.0,augmented
Apache License 1.1,original
Apache license 1.1,augmented
Apache License 1.1 license,augmented
Apache License 1.1,augmented
Apache License 2.0,original
Apache Apache License 2.0,augmented
Apache License 2.0,augmented
Apache license 2.0,augmented
BSD 1-Clause License,original
BSD 1-Clause license,augmented
BSD 1-Clause License,augmented
BSD 1-Clause license License,augmented
"BSD 2-Clause ""Simplified"" License",original
"BSD 2-Clause ""Simplified"" License",augmented
"BSD 2-Clause ""Simplified"" license",augmented
"BSD 2-Clause ""Simplified"" License license",augmented
BSD 2-Clause - Ian Darwin variant,original
BSD 2-Clause - Ian Darwin discrepancy,augmented
BSD 2-Clause - Ian Darwin variant,augmented
BSD-2-Clause Plus Patent License,original
BSD-2-Clause Plus Patent License,augmented
BSD-2-Clause Plus patent license,augmented
