licenseId,name,isOsiApproved,isDeprecatedLicenseId,risk_level,is_safe,risk_explanation_ar
PolyForm-Small-Business-1.0.0,PolyForm Small Business License 1.0.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Python-2.0.1,Python License 2.0.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
QPL-1.0-INRIA-2004,Q Public License 1.0 - INRIA 2004 variant,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Qhull,Qhull License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
RHeCos-1.1,Red Hat eCos Public License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
RSA-MD,RSA Message-Digest License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Ruby,Ruby License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Ruby-pty,Ruby pty extension license,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SAX-PD,Sax Public Domain Notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SAX-PD-2.0,Sax Public Domain Notice 2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SCEA,SCEA Shared Source License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SGI-B-1.0,SGI Free Software License B v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SGI-B-1.1,SGI Free Software License B v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SGI-B-2.0,SGI Free Software License B v2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SGI-OpenGL,SGI OpenGL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SGMLUG-PM,SGMLUG Parser Materials License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SGP4,SGP4 Permission Notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SHL-0.5,Solderpad Hardware License v0.5,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SHL-0.51,"Solderpad Hardware License, Version 0.51",False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SISSL-1.2,Sun Industry Standards Source License v1.2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SL,SL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SMLNJ,Standard ML of New Jersey License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SMPPL,Secure Messaging Protocol Public License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SNIA,SNIA Public License 1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SOFA,SOFA Software License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SSH-OpenSSH,SSH OpenSSH license,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SSH-short,SSH short notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SSLeay-standalone,SSLeay License - standalone,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SSPL-1.0,"Server Side Public License, v 1",False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SUL-1.0,Sustainable Use License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SWL,Scheme Widget Library (SWL) Software License Agreement,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Saxpath,Saxpath License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SchemeReport,Scheme Language Report License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Sendmail,Sendmail License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Sendmail-8.23,Sendmail License 8.23,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Sendmail-Open-Source-1.1,Sendmail Open Source License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Soundex,Soundex License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Spencer-86,Spencer License 86,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Spencer-94,Spencer License 94,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Spencer-99,Spencer License 99,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
StandardML-NJ,Standard ML of New Jersey License,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
SugarCRM-1.1.3,SugarCRM Public License v1.1.3,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Sun-PPP,Sun PPP License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Sun-PPP-2000,Sun PPP License (2000),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
SunPro,SunPro License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Symlinks,Symlinks License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TAPR-OHL-1.0,TAPR Open Hardware License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TCL,TCL/TK License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TCP-wrappers,TCP Wrappers License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TGPPL-1.0,Transitive Grace Period Public Licence 1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TMate,TMate Open Source License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TORQUE-1.1,TORQUE v2.5+ Software License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TOSL,Trusster Open Source License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TPDL,Time::ParseDate License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TPL-1.0,THOR Public License 1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TTWL,Text-Tabs+Wrap License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TTYP0,TTYP0 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TermReadKey,TermReadKey License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ThirdEye,ThirdEye License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
TrustedQSL,TrustedQSL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
UCAR,UCAR License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
UMich-Merit,Michigan/Merit Networks License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
URT-RLE,Utah Raster Toolkit Run Length Encoded License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Ubuntu-font-1.0,Ubuntu Font Licence v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Unicode-DFS-2015,Unicode License Agreement - Data Files and Software (2015),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Unicode-TOU,Unicode Terms of Use,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
UnixCrypt,UnixCrypt License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
VOSTROM,VOSTROM Public License for Open Source,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Vim,Vim License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
W3C-19980720,W3C Software Notice and License (1998-07-20),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
WTFNMFPL,Do What The F*ck You Want To But It's Not My Fault Public License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Widget-Workshop,Widget Workshop License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Wsuipa,Wsuipa License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
X11,X11 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
X11-distribute-modifications-variant,X11 License Distribution Modification Variant,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
X11-swapped,X11 swapped final paragraphs,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
XFree86-1.1,XFree86 License 1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
XSkat,XSkat License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Xdebug-1.03,Xdebug License v 1.03,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Xerox,Xerox License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Xfig,Xfig License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
YPL-1.0,Yahoo! Public License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
YPL-1.1,Yahoo! Public License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ZPL-1.1,Zope Public License 1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Zed,Zed License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Zeeff,Zeeff License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Zend-2.0,Zend License v2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Zimbra-1.3,Zimbra Public License v1.3,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Zimbra-1.4,Zimbra Public License v1.4,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
any-OSI,Any OSI License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
any-OSI-perl-modules,Any OSI License - Perl Modules,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
bcrypt-Solar-Designer,bcrypt Solar Designer License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
blessing,SQLite Blessing,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
bzip2-1.0.5,bzip2 and libbzip2 License v1.0.5,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
bzip2-1.0.6,bzip2 and libbzip2 License v1.0.6,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
check-cvs,check-cvs License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
checkmk,Checkmk License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
copyleft-next-0.3.0,copyleft-next 0.3.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
copyleft-next-0.3.1,copyleft-next 0.3.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
curl,curl License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
cve-tou,Common Vulnerability Enumeration ToU License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
diffmark,diffmark license,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
dtoa,David M. Gay dtoa License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
dvipdfm,dvipdfm License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
eCos-2.0,eCos license version 2.0,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
eGenix,eGenix.com Public License 1.1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
etalab-2.0,Etalab Open License 2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
fwlw,fwlw License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
gSOAP-1.3b,gSOAP Public License v1.3b,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
generic-xts,Generic XTS License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
gtkbook,gtkbook License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
hdparm,hdparm License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
hyphen-bulgarian,hyphen-bulgarian License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
iMatix,iMatix Standard Function Library Agreement,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
jove,Jove License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
libpng-1.6.35,PNG Reference Library License v1 (for libpng 0.5 through 1.6.35),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
libpng-2.0,PNG Reference Library version 2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
libselinux-1.0,libselinux public domain notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
libtiff,libtiff License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
libutil-David-Nugent,libutil David Nugent License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
lsof,lsof License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
magaz,magaz License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
mailprio,mailprio License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
man2html,man2html License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
metamail,metamail License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
mpich2,mpich2 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ngrep,ngrep License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
pkgconf,pkgconf License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
pnmstitch,pnmstitch License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
psfrag,psfrag License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
psutils,psutils License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
python-ldap,Python ldap License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
radvd,radvd License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
snprintf,snprintf License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
softSurfer,softSurfer License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ssh-keyscan,ssh-keyscan License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
swrule,swrule License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
threeparttable,threeparttable License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ulem,ulem License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
w3m,w3m License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
wwl,WWL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
wxWindows,wxWindows Library License,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
xinetd,xinetd License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
xkeyboard-config-Zinoviev,xkeyboard-config Zinoviev License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
xlock,xlock License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
xpp,XPP License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
xzoom,xzoom License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
AAL,Attribution Assurance License,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
AFL-1.1,Academic Free License v1.1,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
AFL-1.2,Academic Free License v1.2,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
AFL-2.0,Academic Free License v2.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
AFL-2.1,Academic Free License v2.1,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
AFL-3.0,Academic Free License v3.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
APL-1.0,Adaptive Public License 1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
APSL-1.0,Apple Public Source License 1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
APSL-1.1,Apple Public Source License 1.1,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
APSL-1.2,Apple Public Source License 1.2,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
APSL-2.0,Apple Public Source License 2.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
Artistic-1.0,Artistic License 1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
Artistic-1.0-Perl,Artistic License 1.0 (Perl),True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
Artistic-1.0-cl8,Artistic License 1.0 w/clause 8,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
Artistic-2.0,Artistic License 2.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
BlueOak-1.0.0,Blue Oak Model License 1.0.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CAL-1.0,Cryptographic Autonomy License 1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CAL-1.0-Combined-Work-Exception,Cryptographic Autonomy License 1.0 (Combined Work Exception),True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CATOSL-1.1,Computer Associates Trusted Open Source License 1.1,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CDDL-1.0,Common Development and Distribution License 1.0,True,False,MODERATE,0,ترخيص ضعيف النسخ (Weak Copyleft) – مسموح بس يحتاج مراجعة ديناميكية/ستاتيك لينك
CDDL-1.1,Common Development and Distribution License 1.1,False,False,MODERATE,0,ترخيص ضعيف النسخ (Weak Copyleft) – مسموح بس يحتاج مراجعة ديناميكية/ستاتيك لينك
CECILL-2.1,CeCILL Free Software License Agreement v2.1,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CERN-OHL-S-2.0,CERN Open Hardware Licence Version 2 - Strongly Reciprocal,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CERN-OHL-W-2.0,CERN Open Hardware Licence Version 2 - Weakly Reciprocal,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CNRI-Python,CNRI Python License,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CPAL-1.0,Common Public Attribution License 1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
CPL-1.0,Common Public License 1.0,True,False,MODERATE,0,ترخيص ضعيف النسخ (Weak Copyleft) – مسموح بس يحتاج مراجعة ديناميكية/ستاتيك لينك
CUA-OPL-1.0,CUA Office Public License v1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
ECL-1.0,Educational Community License v1.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
ECL-2.0,Educational Community License v2.0,True,False,MODERATE,0,ترخيص معتمد من OSI لكن غير شائع – يحتاج مراجعة قانونية قبل الاستخدام
